C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
1670,"Customer#000001670",3brqYPZOlBE,18,28-571-377-3401,1472.96,AUTOMOBILE,ts wake fluffily furiously final pinto beans? busily regular theodolites believe furiously abo
1671,"Customer#000001671",Vt4jlmpcV2oBjd03E2mBvxFf,2,12-269-842-9419,4030.97,HOUSEHOLD,y bold ideas. idle accounts sleep carefully final dependencies. quickly pending platelets 
1672,"Customer#000001672","2AmQy,VpXDpaiWeR9CuNMJdX4jjRUw5B6zS0tW",23,33-169-930-6985,8586.04,FURNITURE,tes. fluffily bold deposits wake blithely quickly ironic pinto beans. quickly unusual requests sleep fluffily 
1673,"Customer#000001673",yaIY SQGv8XfdNT4amQ,3,13-713-161-3704,5714.73,HOUSEHOLD,against the furiously final deposits. final requests across the carefully final asymptotes cajole never pin
1674,"Customer#000001674",6n8DtKDGGlrZog2oHNeuXjByZbQ1WK1ZOtRmD ,3,13-396-137-7834,4568.47,BUILDING,"excuses. express platelets wake silent, express accounts. quickly stealthy deposits sleep carefully. bl"
1675,"Customer#000001675","3wx7TYBDJ,VvfFKrt7cZ2t1Wv1YMV4HrekDQlc",24,34-888-827-2907,261.00,AUTOMOBILE,ke theodolites. regular dependencies among the furiously express accounts sleep amo
1676,"Customer#000001676",5KagEGuiOkbsSUDWzaeP56xSOLT6kT5X ,5,15-612-997-6342,6504.47,AUTOMOBILE,phins among the slyly final accou
1677,"Customer#000001677",UbKu1MDrUJ4XK8His9A,5,15-121-397-5027,650.89,MACHINERY,es boost furiously carefully special ideas. instructions ha
1678,"Customer#000001678","vAr9,sMiG50,ReH3St9NIr 0kMN",4,14-624-973-2343,3396.57,MACHINERY, accounts. stealthily even dependencies af
1679,"Customer#000001679",np ZYuE38VyX0RpKUoNS6ozEhSOc9SEx8,18,28-730-907-3502,5172.53,HOUSEHOLD,kages across the slyly ironic deposits sleep
1680,"Customer#000001680","I2J ,RU9S38vS99Y3haZH7C6Vk",18,28-465-621-9214,-203.01,HOUSEHOLD,"uests. furiously final packages sleep furiously. quickly pending packages boost. even, ironic p"
1681,"Customer#000001681","buL5DXH4X,",16,26-375-137-8121,6996.10,HOUSEHOLD,ns. unusual requests detect. courts boost furiously even multipliers. bold accounts are carefully specia
1682,"Customer#000001682","T7yAJIy3 2Gseua,Td",17,27-438-398-2565,2459.75,MACHINERY,"refully pending requests. blithely pending packages are along the silent, re"
1683,"Customer#000001683",NOcAKpPQ6ioRhv22xw8 mu3jROinQ5,22,32-209-661-3831,942.28,AUTOMOBILE, final instructions across the ruthlessly special theodolite
1684,"Customer#000001684",Uy05CVRbikYy0DO5GsCfphSq06YSDeHg,6,16-197-588-1571,5928.82,AUTOMOBILE,ts nag slyly even ideas. furiously unusual packages sleep slyly ironic foxes. theodolites ar
1685,"Customer#000001685","YeK,KXq3dbR",8,18-694-638-1767,5621.33,MACHINERY,r. quickly final ideas was sometimes. fur
1686,"Customer#000001686",n29Y4vOcgksW iFPcRvPHqyinUbhc5HObQo,12,22-241-190-8777,7782.48,HOUSEHOLD,"nd the carefully bold theodolites. thin, even pint"
1687,"Customer#000001687","GduJq2ep0y,PPultT63i0Ll4Jw",23,33-345-542-8289,8151.36,AUTOMOBILE, dolphins haggle quickly after the furiously bold patterns. quickly pending 
1688,"Customer#000001688","hmY72Iey,S",3,13-420-827-4701,3929.06,BUILDING, regular deposits sleep furiously about the furiously express deposits. quickly regular f
1689,"Customer#000001689","D2KCm58tNsqnSZ5qXAY,omuS7L863UBIC0sCfSXB",23,33-974-102-7427,705.64,MACHINERY, are carefully according to the pinto beans. closely ironic pack
1690,"Customer#000001690",xYN5PijX9uQpHV4HVPyhOswRgYVH3qDuJ926yJc,1,11-869-223-3212,-381.24,MACHINERY," to the blithely final pinto beans. express, final "
1691,"Customer#000001691",qwQH1lfhnAtwhL1hzx5HOvQIupc,12,22-649-185-6921,3367.22,AUTOMOBILE,"ously special packages. fluffily ironic pearls about the bold, special deposits boost closely ironic "
1692,"Customer#000001692",pXDXXh6d o4g,7,17-625-330-9211,6921.50,BUILDING,"ly. slyly ironic deposits alongside of the even foxes nag slyly ruthless, enticing requests. slyly expre"
1693,"Customer#000001693",HRHTvyxgbzTKm,12,22-402-777-3279,2747.22,MACHINERY,arefully according to the furiously regular reque
1694,"Customer#000001694","Iofx,2n fNBTvlmiP",4,14-609-696-9902,3535.57,AUTOMOBILE,"doubt furiously final packages. slyly even packages cajole. express, bold"
1695,"Customer#000001695",JJklFccXR5lK TuaO9TqfZplgERBnAYo,16,26-263-151-5237,9258.82,AUTOMOBILE, unusual requests. quickly ironic instructions believe slyly around the fina
1696,"Customer#000001696","kihCfeywHhQJVj,cyx 7Rcpy8raX70ITk8AB",16,26-115-967-9585,4978.11,BUILDING,refully. furiously regular requests after the final theodolites are furiously clo
1697,"Customer#000001697",8aHZSJIoZKtIfcD8IFMCu,24,34-288-313-5272,-913.24,FURNITURE,he blithely final accounts. deposits among t
1698,"Customer#000001698","4sGtIIWnVcd42zQ5zxO26,",22,32-926-560-9683,5109.01,HOUSEHOLD,. escapades unwind bravely: carefully silent somas haggle. f
1699,"Customer#000001699",GksmxWKWCcacDWaxHgSLnNr103R5DTj5TmDGmV,1,11-655-675-5843,-813.01,HOUSEHOLD,ly final requests. furiously silent deposits
1700,"Customer#000001700",ogXDh7RNCmZpypHb7lqBwDfucp8nr,21,31-868-665-9539,6683.70,MACHINERY,"special dolphins nag! ironic, unusu"
1701,"Customer#000001701",jPt6powj0Mazs27QDmnjlxZUpX6zh8QaQqTmr,3,13-397-730-2856,9986.13,FURNITURE,und the bold platelets. carefully bold pinto beans among the slyly bold requests nag fluffily final
1702,"Customer#000001702",26LV8w90HXkN2r7qMFTeH,19,29-110-823-3729,8048.90,HOUSEHOLD, regular asymptotes. slyly ironic asymptotes among th
1703,"Customer#000001703",UAhfrCjRk89Wp1reOXZ,19,29-687-882-9664,8889.69,BUILDING,ing deposits. carefully regular
1704,"Customer#000001704","lWF1,694LfhFNfnm9X0Pr",16,26-425-543-6950,5145.40,HOUSEHOLD,s. furious asymptotes detect along the special instructions. requests caj
1705,"Customer#000001705","Gw1RA9dJ6eJm,f7dsE6T1dKHpDU5wOl z",11,21-470-157-6516,5688.31,AUTOMOBILE,"efully ironic platelets use ironic, regular dolphins. final"
1706,"Customer#000001706","mpu,WNul7qml9qXl069RbY38e,OS6CCQQFYAmlw",2,12-442-364-1024,455.15,HOUSEHOLD,ironic accounts use above the furiously ironic requests-- even deposit
1707,"Customer#000001707","fHjBHXQ8Y,MyetgWmemGTTB",11,21-859-412-6010,2714.86,AUTOMOBILE,lithely ironic deposits. carefully express requests cajole. evenly special theodolites integrate furiously regular
1708,"Customer#000001708",qN7YLAM983hQXZhgD8pFJo3EJJSh,2,12-857-766-2851,9702.83,AUTOMOBILE,"he regular, express deposits. pending packages haggle quickly. s"
1709,"Customer#000001709","v,rM1QHZIthfKHlTAiEn",11,21-877-394-8667,9588.88,AUTOMOBILE,ions serve slyly outside the iron
1710,"Customer#000001710","VGvlX885PL1hqJXcqHO,e8jjwOmk4Hv5LYx ",10,20-393-759-9313,8409.91,HOUSEHOLD,fix. fluffily regular excuses play. special ideas nod ruthless
1711,"Customer#000001711",fJKSOSiqlPTk,15,25-302-946-6337,4421.61,MACHINERY,"r packages-- unusual, unusual pac"
1712,"Customer#000001712","bNw, UQqVyFm1vriGCsKk",18,28-959-477-6941,7013.72,FURNITURE," theodolites. blithely regular requests are carefully bold, b"
1713,"Customer#000001713"," QAlMtEo3tAYLYzl9X4MveSe8M,X8",15,25-566-819-3545,1627.04,AUTOMOBILE, pending platelets sleep carefully. blith
1714,"Customer#000001714",VuiFfuMNrFlkuNDNIKSuO wj13jxfFOikMhy,23,33-251-747-7039,8569.50,BUILDING,"tes cajole blithely pending, final theodolites. slyly ironic instructions haggle. furiously unusual th"
1715,"Customer#000001715",8dvLzyXNiizI,12,22-283-174-5611,2587.36,BUILDING,"ing to the stealthily regular braids. even, express requests alongside of the final, regular sauternes cajole carefu"
1716,"Customer#000001716",mEbyoK2nwT Tg3V2IS6KS8keQIg a2axw,20,30-299-232-8737,779.07,BUILDING,ly bold accounts. courts wake blithely around the r
1717,"Customer#000001717","kxLiqr4,3P XAC2Cq5uGXggwE1l",3,13-450-115-4347,1715.40,MACHINERY,"bold theodolites are slyly. pending, ironic requests haggle quickly slyly bold packages. furiously regular accoun"
1718,"Customer#000001718",tY8f5Jo4VaqJSlnJtX,24,34-842-694-7686,8697.88,FURNITURE,es. accounts cajole blithely through the carefully expres
1719,"Customer#000001719","NcIu,IwUKocXWCaqcYIYtZ6xKtmZJv5uYSDU6CK,",9,19-261-141-3893,4257.24,BUILDING, foxes. excuses are fluffily furiously unusual pinto beans. fluffily silent theodolites cajole furiously. blithel
1720,"Customer#000001720",pi9wpznYB8iYPYJDAcuJI,7,17-681-485-3576,5496.84,BUILDING,"p according to the pending, regular excuses. fluffily unusual excuses kindle slyly in pla"
1721,"Customer#000001721",B9dvc5SkRmWLcwk104TjoKw,9,19-288-344-3668,5484.48,FURNITURE,c pinto beans use furiously. furiously bold packages detect slyly 
1722,"Customer#000001722","4AK4u8WJFKZmH8,kQ5U3bvOF5ld,RGMv6hQsI3",1,11-252-319-1249,6718.86,BUILDING,fully doggedly ironic accounts. carefully even cou
1723,"Customer#000001723","AI9Iy3qzh,EbfEqENVh31SaBmZlRI1jg3qK",22,32-609-708-8185,6893.86,AUTOMOBILE, blithely regular requests. blithely regular accounts are slyly accounts. slyly final dolphi
1724,"Customer#000001724",Do1JKhiGIuGLc2IB83AsNI6q5SOypa99z4VWkUD,11,21-327-332-4432,123.03,AUTOMOBILE,cial foxes. furiously ironic instructions at the quickly ironic asymptotes boost 
1725,"Customer#000001725",OMnDxogpXL2Osc48uvuxzb,6,16-227-800-7867,8778.07,FURNITURE,inal excuses cajole carefully theodolites. furiously bold foxes about the slyly express platelets 
1726,"Customer#000001726",lIVATUpnsIhDj6PfOPc IQYYzx,13,23-199-630-2326,-879.29,BUILDING,affix carefully bold accounts. pa
1727,"Customer#000001727",LTIhZk8mEunZzNWG4f5r4OmUWkqYhj3Abmhqq,23,33-952-217-5029,3628.03,AUTOMOBILE,inal instructions use slyly even reque
1728,"Customer#000001728",2PCGHcok O7xtz6I2ysaagRKa98dgrpGlCXAJSIZ,16,26-560-950-6812,1223.09,AUTOMOBILE,osits. silent foxes boost along the pending accounts. furiously final theodolites cajole! fluffi
1729,"Customer#000001729",BOXlp9PhjjoimGGyURE4 s0gc,5,15-361-394-6195,6479.07,AUTOMOBILE,ular packages detect across the pending packages. pendi
1730,"Customer#000001730","CSv8k4c5E3dU hp5XHKmIOl29h4,H53",1,11-216-159-3328,2743.27,HOUSEHOLD,"usly above the deposits. busy, silent ideas use fluffily thin requests. pending, ironic accoun"
1731,"Customer#000001731","3cftH23B,MNDCwO9c89WP8J5qx8fnkTW57yqT",2,12-671-588-4662,3075.42,MACHINERY,slyly requests. final braids sleep blithely above the slyly ironic excuses
1732,"Customer#000001732","Z1jhCEkIsKD,a2scudlZcxP4",2,12-505-455-1597,8512.55,BUILDING,"ole quickly special, express accounts. carefully regular packages on the furiously even instructio"
1733,"Customer#000001733",acTLsqk3PCx9AjmbFD0LchsQR7qEicN0a,21,31-150-385-3780,2568.57,BUILDING,"ic packages. bold dolphins use blithely against the depths. ironic, special instructions was bold accounts. accounts"
1734,"Customer#000001734",kHWJEOdOYzapKkV3cWEsWArR,8,18-264-978-2762,3888.89,AUTOMOBILE,"usly. idle, ironic deposits wake furiously according to the regular, ironic requests. blithely even r"
1735,"Customer#000001735",WR0Pbvrpd82Z2hRzJMyRe,10,20-343-415-9202,7495.94,HOUSEHOLD, ideas. fluffily ironic foxes sleep-- evenly final requests solve among the pending gifts. regula
1736,"Customer#000001736",zXrZnxXUsdIp3QxPYjgO9fhG0b9xWy,7,17-572-741-5408,-686.49,HOUSEHOLD,latelets cajole; foxes use thinly ir
1737,"Customer#000001737","fNHYw48,WFQIxZJGpb8BrU3FI8,tA04f",5,15-973-473-2767,-917.33,MACHINERY,"sits kindle bold epitaphs. regular, final requests integrate "
1738,"Customer#000001738","OgdLCDiSF Vk,tP,RcxK",8,18-263-208-3553,2290.69,AUTOMOBILE,riously silent ideas among the accounts use furiously along the final excuses. pending epitap
1739,"Customer#000001739",GJKQS4kd93cLh7CzK67DWAOWx J,12,22-216-512-8595,8526.70,FURNITURE,kages. bold requests haggle against the deposits. final theodolites cajole carefully above the blithe
1740,"Customer#000001740",U8mcXyKX9eLBBJmbUcsDZdYY5l xnhr,19,29-148-722-9708,9323.31,FURNITURE,furiously regular epitaphs sleep carefully furiously final dependencies! blithely final in
1741,"Customer#000001741","5Rkr8DK7,,YSKapOCfyl MuPjBdF",20,30-605-828-6050,-0.28,FURNITURE,kages boost across the carefully special pinto beans. regular courts 
1742,"Customer#000001742","zXbiVd6d,Y6,p8xD49wBnOuJ2VA3rXjupcA",20,30-777-207-9522,4273.99,AUTOMOBILE, are slyly according to the packages. furiously express asymptotes affix u
1743,"Customer#000001743",mrVqvbNAAkXgrAraQYq10oizggdvJyjKj5uj ,16,26-867-792-6806,985.87,HOUSEHOLD,ses cajole slyly quickly even deposits. even instructions wake. fluffily bold foxe
1744,"Customer#000001744",P6pLZs2ehmLPyY3oMa4nX4ID7yWIlim,17,27-864-312-2867,1436.96,FURNITURE,hely carefully pending deposits. regular theodolites haggle blithely among the carefully ironic request
1745,"Customer#000001745",CqCUBTa0u X2,22,32-624-467-3275,3907.29,BUILDING,"refully across the even, pending deposits. carefully even foxes haggle blith"
1746,"Customer#000001746",MSgxZ8ABlhsWv60 UOFFNSk,17,27-110-285-2511,8774.31,HOUSEHOLD,resias are blithely deposits. furiously slow ideas cajole about the slyly bold packages. ironic platelets affix fur
1747,"Customer#000001747",v8hCB7kc4ilvQYaiqREPjsOfqrSce,15,25-493-381-4100,1962.62,MACHINERY,to affix fluffily regular requests. furiously regular 
1748,"Customer#000001748",XeQ5ES2CuVvMx,13,23-496-856-9633,5779.19,AUTOMOBILE,quests. ironic asymptotes use. quickly unusual deposits affix blithely! 
1749,"Customer#000001749",GK2R8EqSaDHqTuYgqHMTfkz52q,4,14-247-462-3766,9788.66,AUTOMOBILE,ainments are slow forges. qui
1750,"Customer#000001750",cp4ckJ7OlImxOzSHdYJr1qod8sdo,16,26-538-454-1606,110.26,HOUSEHOLD,". final, bold requests impress after the "
1751,"Customer#000001751",TgipQZihb3BxeG43fqOO77,7,17-460-999-8173,3151.94,HOUSEHOLD,"iously ironic pinto beans use. ideas nag blithely regular platelets. bold, unusua"
1752,"Customer#000001752",p1s1cdDOAdO93,5,15-542-683-9661,7585.99,MACHINERY,ngage alongside of the permanently ironic ideas. even ideas across the accounts 
1753,"Customer#000001753",4FfXx46LOjoLarWyDCArCP7bP7sc,11,21-214-570-7769,5787.81,MACHINERY," unusual, silent packages. furi"
1754,"Customer#000001754","w3zqq,1KGMDLQbkN1QiM",0,10-154-971-3056,759.00,BUILDING, unusual deposits mold fluffily a
1755,"Customer#000001755","NELOaEvHIu,6F,MhPjb",3,13-333-888-8618,5389.05,MACHINERY,ide of the blithely silent accounts. warthogs sleep quickly. blithely ironic requests above the carefully e
1756,"Customer#000001756",BS4Fky6  QDTL4lCWB1m,19,29-962-368-3523,8817.44,MACHINERY, ironic theodolites according to the quickly bold ideas cajole carefully about the furiously final accounts. 
1757,"Customer#000001757","I2,HhKrvvXKfJSMgEEhwhJifWUGQYH,xqtz",6,16-868-947-1151,830.36,HOUSEHOLD,ts along the furiously final orbits sleep carefully along the blithely ironic co
1758,"Customer#000001758",vwkx9J3xgdy3qpHOLm94THFTPWlNldD,16,26-263-427-8796,5746.38,FURNITURE,"lithely accounts. special, pending deposits wak"
1759,"Customer#000001759",ZJsv7tJPNjiFjP70I4nUGg7kq,20,30-176-851-5565,8396.37,MACHINERY,ns are across the furiously ironic requests.
1760,"Customer#000001760",kODfTAXXziDZ8qvPV,9,19-539-811-6674,7775.38,BUILDING,fully bold requests? carefully special pi
1761,"Customer#000001761","uBFF,UiuptmRQycsDkGhDT9S7OzS4As",21,31-376-476-3692,9846.97,BUILDING,uickly bold pinto beans. instructions haggle across the pa
1762,"Customer#000001762","gn02,4HrICVvh2c2hi",15,25-319-745-1408,1171.92,AUTOMOBILE,r the carefully pending requests. regular accounts believe blithely. regular packages hang never
1763,"Customer#000001763","pCYq7tAOFU,oN",1,11-738-302-2342,4490.23,AUTOMOBILE,ly slyly ironic patterns. slyly even packages integrate slyly around the furiously regula
1764,"Customer#000001764",AFBfNW4WNvvBcTQr5gQT3F1jDwcaosJxptcAg,13,23-308-606-7773,5331.37,HOUSEHOLD,til the instructions. ironic theodolites haggle slyly. asymptotes cajole special accounts. carefully final p
1765,"Customer#000001765",3239imahW5SBQnfmoNZX,9,19-538-728-6104,7409.60,AUTOMOBILE,le regular pinto beans. carefully special dugouts cajole carefully bold instruction
1766,"Customer#000001766","EWxxFyBTlb,1f3w99jwM3073pd7uz,CHUT",15,25-155-396-7616,200.00,BUILDING,ages run furiously. unusual accounts nag throughout the pending theodolite
1767,"Customer#000001767",ONAjBZ02FyTwdSbM,12,22-421-403-9852,4369.15,AUTOMOBILE,ously final requests. furiously bold theodolites cajole blithely careful excuses. fluffily pending accounts
1768,"Customer#000001768","HiNWes,9kRO4RbC",17,27-746-769-7890,5356.96,AUTOMOBILE,equests. unusual instructions after
1769,"Customer#000001769",F OJMWVyEVhkxhPVFk4ApMggiG1r HX,10,20-708-644-8998,8457.18,AUTOMOBILE,ckages kindle instead of the pending theodolites. carefully ironic packages are furiously about the regular 
1770,"Customer#000001770","jCDCfWhFqMl2algBYGZzhj,azPwvQq3N Bl9uj5",18,28-976-259-9388,6876.37,BUILDING,ts cajole above the furiously unusual theodolites. quickl
1771,"Customer#000001771",NwEatCEyrnQLtD1XP3wE0h6dyuwtDtoBXsHP33,11,21-345-763-5234,3151.21,BUILDING, carefully furiously pending pinto beans. furiously final packages detect above the f
1772,"Customer#000001772",raFQRYDoj5mUHGA1h,13,23-887-525-9315,6394.26,MACHINERY,theodolites sleep carefully slyly ironic theodolites. furiously final instructions about the sl
1773,"Customer#000001773",9y6qiziNE4bNBlUls,19,29-729-630-8987,7378.35,HOUSEHOLD,ans. ironic deposits against the ironic dugouts nag after the platelets. furiously busy accounts a
1774,"Customer#000001774",WBzyPKW3QucRZr0wdalPa,8,18-753-365-9994,2922.61,AUTOMOBILE,ound the pending patterns detect blithely after th
1775,"Customer#000001775",a62Zy9Sxog6Zn p,2,12-544-332-4550,3221.15,MACHINERY,"nal pinto beans cajole. excuses haggle carefully final courts. final, regular excuses need to wake "
1776,"Customer#000001776",1ItkFKWr4 EY,22,32-425-716-3547,4801.42,BUILDING, theodolites; furiously final accounts according to the quickly bold deposits x-ray against the fluffily fi
1777,"Customer#000001777",WWkBnnO44io5e9HcX,24,34-469-776-4539,-535.08,MACHINERY,"r, final accounts. regularly regular packages use. pending deposits are fluffily furiously unusual acco"
1778,"Customer#000001778","4u9VH 8Scq,uHyCP60g8Vl,byNWkCV",4,14-504-368-5987,2772.31,BUILDING,es will are according to the furiously regular requests. 
1779,"Customer#000001779",YICvYlHmSV SkDuMdc0LE R7,23,33-986-427-8764,7233.18,AUTOMOBILE,"liers across the unusual, final requests cajole a"
1780,"Customer#000001780",2iMcL6JSxEa2IK,17,27-213-387-3335,5137.48,FURNITURE,ss the slyly silent pinto beans. blithely sly accounts sleep fluffily according to the foxes. silent platelets serve
1781,"Customer#000001781",i2yh2Xc71a7QmaFMnmM5HgWEyd,8,18-350-885-2317,4686.31,AUTOMOBILE,nag among the instructions-- fluffily final foxes boost furiously carefu
1782,"Customer#000001782",NJ5Xr69351S89X,21,31-246-927-6074,839.66,AUTOMOBILE,ven theodolites; pending accounts believe carefully about the slyly regular instructions. regular
1783,"Customer#000001783",NtY95m3qHVPZAIzgmlhqXX8Y,3,13-239-528-2710,8131.81,BUILDING,ly regular platelets. carefully ironic requests wake blithely. even requests detect depos
1784,"Customer#000001784",2zSaBQOj1LP5hUCyHeSKVRh,15,25-605-903-3007,5458.37,BUILDING,al excuses. furiously pending pinto beans after the bravely fi
1785,"Customer#000001785","EDo6a0,qKiL2pnzOjyMjXx,DQV4I3wqw",23,33-475-488-7723,7805.55,FURNITURE,t packages. carefully idle deposits sublate blithely c
1786,"Customer#000001786",C1qjNZfun6QKO8Z5apdWxwC9VqMdBOHcGFToJkR,6,16-436-900-4501,-51.99,AUTOMOBILE,"ironic, silent accounts. regular accounts after the even"
1787,"Customer#000001787","GR9ID1ISREvSfu8h,Oo,qbIXcqOeXp4B",20,30-258-449-6408,4120.78,HOUSEHOLD,ar requests should have to sleep carefully. excuses may sleep among the carefully
1788,"Customer#000001788","X0fFNOS2dM1ncIoBYN84Xhf,xBHN5BjYt4WM1eni",24,34-826-793-6480,-45.96,BUILDING,slyly unusual accounts cajole blithely above the quickly ruthless deposits. carefully express requests wake 
1789,"Customer#000001789",GLja5NRibmhQN,0,10-582-797-3122,6407.46,FURNITURE,"kages. unusual pinto beans affix furiously. bold, ironic requests would cajole. slyly pending pint"
1790,"Customer#000001790","triaZwvGI,dfvTPJeljucgdHB,hpczU",5,15-805-568-6053,9177.60,MACHINERY,efully express escapades integrate across the furiously ironic ideas. fu
1791,"Customer#000001791","EmxoaiZ0vIi6ATG0WlmnUHUmH2b,aNt Ijz741",8,18-937-127-3890,3917.82,HOUSEHOLD,packages sleep according to the quickly ironic platelets. fluffily unusual platelets sleep quickly.
1792,"Customer#000001792",jbA7mYnVOwvnEBwNgnU4w4TbPStEMqLgz0 8,1,11-561-103-5122,9762.91,BUILDING,bold accounts sleep slyly ironic accounts. slyly pending excus
1793,"Customer#000001793",qZXsFfTGgphy,19,29-393-128-9130,7329.58,HOUSEHOLD,the quickly ironic frays. caref
1794,"Customer#000001794","PCFVN9MZecTet5NbZL,RQJqlz6H2vdkS9Wi",7,17-670-112-5044,8243.80,HOUSEHOLD, against the quickly careful ide
1795,"Customer#000001795",nQaPl4r59SSG9KNVzwoXegSe8Jw6gSo1Xt,21,31-853-266-7057,6580.13,MACHINERY,uternes. carefully bold grouches cajole carefully fi
1796,"Customer#000001796",kk9k3iqSqvKLpd8undDSIXhewQivb6hHb7Oxgpfz,10,20-905-459-3952,7327.39,BUILDING,inder furiously about the furiously 
1797,"Customer#000001797",WwWahvc5jdbXhUdd9hmYNN9LyMKSrjJkx,19,29-805-690-1846,4461.48,FURNITURE,ss the special asymptotes. blithely regular theodolites hag
1798,"Customer#000001798",McaqJ4SvHnmKSyBNcQrfs1NKlGcoURQwE1m,7,17-422-203-8428,6072.64,HOUSEHOLD,ites above the accounts are along the quickly final instructions. r
1799,"Customer#000001799",0Uyool ENlwO32DDFaQPLq14RuA,20,30-643-275-8135,2967.77,BUILDING,ickly special excuses. slyly final packages wake furiously. enti
1800,"Customer#000001800",pOrZa34nShNnF9xufcmLMQQDj,16,26-566-785-6289,3323.37,FURNITURE,ckages hang furiously alongside of the warh
1801,"Customer#000001801","T1oXjm5nakMYXOHNF1f,wQ",3,13-994-265-8339,6806.86,MACHINERY," against the slyly quiet theodolites doubt carefully bold deposits? special, regular deposits around the q"
1802,"Customer#000001802",Mk6J96CUZD2Lcburus1fABWs,23,33-720-109-4385,897.62,MACHINERY,"ecial packages. slyly regular packages eat after the sly dependencies. even, even braids after the carefully exp"
1803,"Customer#000001803",oTmrrcyMlIDtc3MjrWYY1t11i mG,0,10-993-780-6774,3318.35,FURNITURE, special dependencies use package
1804,"Customer#000001804",17nKjq3RtVNoVtOnv5gPdXKhH4oJ4EI,15,25-332-547-7897,-516.28,HOUSEHOLD,ependencies solve slyly across the pending theodolites. slyly even excuses breach quickly unusual account
1805,"Customer#000001805",2m9zWpxVFa82n,9,19-679-706-1096,-274.75,AUTOMOBILE,affix slyly. special dependencies alongside of the packages cajole fluffily across
1806,"Customer#000001806",qpU5 U40 8jB4gB,9,19-872-322-3433,254.17,MACHINERY,sual deposits cajole carefully-- furiously ironic accounts are across the b
1807,"Customer#000001807",IFkJi9UsQ2jLxRy5ljqtog5aBdwiFxiZ9xD6X3,6,16-707-959-9348,1720.94,MACHINERY,unusual accounts hinder after the fina
1808,"Customer#000001808",2rfCzAR63m5vEX9LMyNlg Ua,22,32-507-149-7712,2776.30,HOUSEHOLD,posits. blithely express requests sublate fluffily around the instructions. regular dolphins abou
1809,"Customer#000001809",lAJcdT8dt9x,20,30-390-140-3365,8306.29,MACHINERY,"usly even instructions wake pending, regula"
1810,"Customer#000001810","ai,OvF4XKd6hI8DjkCC6tq",0,10-274-496-6960,923.32,MACHINERY,s haggle silently furiously bold accounts.
1811,"Customer#000001811",lqxpY42dlU3uqhK7acZ5P3QF,14,24-892-235-8707,6104.69,MACHINERY,"o the carefully bold platelets. final, unusual foxes cajo"
1812,"Customer#000001812","7AMuyjrbJ,CwMVS",0,10-876-771-7164,2515.86,BUILDING,r the fluffily final pinto beans. carefully unusual p
1813,"Customer#000001813",vmC9Wzz5Yp MVYT7tMlcTQlJE2,3,13-604-485-5526,9074.92,FURNITURE,"y. special ideas are furiously across the requests. blithely regular instructions sleep furiously. silent, "
1814,"Customer#000001814","w sfJnJRnqrjb J,RqkuBoup4bHcVYIWAqZMEAvU",13,23-588-705-2608,5215.32,AUTOMOBILE,ts are blithely furiously final foxes! fluffily final theodolites can play blithely in place of the sometimes enti
1815,"Customer#000001815",w3uTVj1Gs3YJzAuWj0bpBuLZoq0OH8,13,23-954-607-5326,3940.94,BUILDING, never according to the furiously ironic multipliers. accounts cajole
1816,"Customer#000001816","5ME1Zjnp,zq8RttBzsN8vA9ES3ykknFMUrp5",4,14-307-306-8692,2328.09,BUILDING,ial deposits; regular somas haggle quickly. pending instructions play bl
1817,"Customer#000001817",1Bd3wniWBGuKjrWwHqt0KbudIH3vMHZR4jS,7,17-246-120-5754,-862.51,FURNITURE,the slyly express deposits. quickly final deposits haggle carefully about the blithely pending excuses. fluff
1818,"Customer#000001818",w82xwde7S261A9n9Z2okAqfP,22,32-897-843-2620,-331.97,BUILDING,s. quickly final requests nag quickly against the slyly special deposits. blithely even ideas sleep caref
1819,"Customer#000001819","CLQj,YmPaO9mUWtdmDgsUEvjjE",18,28-832-601-3029,6435.85,AUTOMOBILE,e blithely. regular foxes cajole. regular courts w
1820,"Customer#000001820",az7cdtQziEoCG09qAOYh0SBQYSvSK8MUhniyopu,6,16-496-603-4437,2282.18,BUILDING,r deposits. foxes detect quietly. bold foxes wake bli
1821,"Customer#000001821",bFu2i1nn197qtt5MNQlWBrDx pBE0XmFyHe,11,21-278-374-9593,8593.01,FURNITURE,y special instructions above the slyly final deposits affix car
1822,"Customer#000001822","kTRkmiY0o,i7xzWt53dHnteAmmM0T9Fsuikx6V",14,24-524-173-1344,1728.52,AUTOMOBILE,structions affix requests. regular packages after the even 
1823,"Customer#000001823",PITFoBD9kB,19,29-787-260-1556,9240.38,FURNITURE,"ctions. carefully even orbits haggle furiously bold, pending requests. slyly dogged theodo"
1824,"Customer#000001824",RdTQ6fMYYJOYfDiB5LT7Ehfs8jSxKKx02BFOPo,10,20-684-209-1084,3177.51,AUTOMOBILE,"from the express, regular dolphins. slyly special accounts"
1825,"Customer#000001825","1mSFTTkTG0y,Mk3y0zk6,LyQYgK",8,18-969-538-4715,8447.18,FURNITURE,s detect fluffily even packages. u
1826,"Customer#000001826",zP4plx261Hq20pjW Voa qTZkiiahdv,3,13-389-673-9030,3891.76,BUILDING,dencies wake slyly regular deposits. quickly unusual theodolit
